id_batiment,nb_maisons,infra_id,infra_type,longueur
E000001,4,P000308,Intacte,39.1407985664577
E000001,4,P007111,Intacte,12.3144613356693
E000001,4,P007819,Intacte,17.3904643240185
E000001,4,P007983,Intacte,40.3209288665353
E000002,1,P000308,Intacte,39.1407985664577
E000002,1,P007111,Intacte,12.3144613356693
E000002,1,P007240,Intacte,10.9146257880949
E000002,1,P007983,Intacte,40.3209288665353
E000003,1,P007111,Intacte,12.3144613356693
E000003,1,P007113,remplacer,12.1935087083631
E000003,1,P007823,remplacer,12.290282829583
E000003,1,P007984,remplacer,30.0575979492587
E000004,1,P000308,Intacte,39.1407985664577
E000004,1,P000378,Intacte,27.4818057324541
E000004,1,P007111,Intacte,12.3144613356693
E000004,1,P007393,Intacte,10.6355248457681
E000004,1,P007983,Intacte,40.3209288665353
E000005,1,P000308,Intacte,39.1407985664577
E000005,1,P000378,Intacte,27.4818057324541
E000005,1,P007111,Intacte,12.3144613356693
E000005,1,P007249,Intacte,14.6437823794193
E000005,1,P007983,Intacte,40.3209288665353
E000006,1,P000308,Intacte,39.1407985664577
E000006,1,P007111,Intacte,12.3144613356693
E000006,1,P007173,Intacte,8.70234350887561
E000006,1,P007983,Intacte,40.3209288665353
E000007,1,P000181,Intacte,6.18934271279126
E000007,1,P007111,Intacte,12.3144613356693
E000007,1,P007132,Intacte,6.38798150462252
E000007,1,P007982,Intacte,49.956115228201
E000008,1,P000352,Intacte,3.33298661989259
E000008,1,P007111,Intacte,12.3144613356693
E000008,1,P007320,Intacte,5.49514798849418
E000008,1,P007982,Intacte,49.956115228201
E000009,1,P000352,Intacte,3.33298661989259
E000009,1,P007111,Intacte,12.3144613356693
E000009,1,P007286,Intacte,7.27509782129326
E000009,1,P007982,Intacte,49.956115228201
E000010,1,P000352,Intacte,3.33298661989259
E000010,1,P007111,Intacte,12.3144613356693
E000010,1,P007115,Intacte,10.5939670191223
E000010,1,P007982,Intacte,49.956115228201
E000011,1,P000352,Intacte,3.33298661989259
E000011,1,P007111,Intacte,12.3144613356693
E000011,1,P007321,Intacte,12.8143378133663
E000011,1,P007982,Intacte,49.956115228201
E000012,1,P000241,Intacte,75.9819951693543
E000012,1,P007111,Intacte,12.3144613356693
E000012,1,P007150,Intacte,8.33214989007513
E000012,1,P007982,Intacte,49.956115228201
E000013,1,P000241,Intacte,75.9819951693543
E000013,1,P007111,Intacte,12.3144613356693
E000013,1,P007151,Intacte,10.0290766801889
E000013,1,P007982,Intacte,49.956115228201
E000014,1,P000241,Intacte,75.9819951693543
E000014,1,P007111,Intacte,12.3144613356693
E000014,1,P007397,Intacte,11.6968926113381
E000014,1,P007982,Intacte,49.956115228201
E000015,1,P000020,Intacte,51.3121054948589
E000015,1,P000160,Intacte,44.6252544771484
E000015,1,P000348,Intacte,9.12960147203556
E000015,1,P007111,Intacte,12.3144613356693
E000015,1,P007255,Intacte,12.4716405643877
E000015,1,P007983,Intacte,40.3209288665353
E000016,1,P000020,Intacte,51.3121054948589
E000016,1,P000160,Intacte,44.6252544771484
E000016,1,P000348,Intacte,9.12960147203556
E000016,1,P007111,Intacte,12.3144613356693
E000016,1,P007333,Intacte,10.3639351214682
E000016,1,P007983,Intacte,40.3209288665353
E000017,1,P000029,Intacte,18.9457207565174
E000017,1,P000241,Intacte,75.9819951693543
E000017,1,P007111,Intacte,12.3144613356693
E000017,1,P007325,Intacte,8.42688269265196
E000017,1,P007982,Intacte,49.956115228201
E000018,1,P000029,Intacte,18.9457207565174
E000018,1,P000241,Intacte,75.9819951693543
E000018,1,P007111,Intacte,12.3144613356693
E000018,1,P007381,Intacte,9.80887356986274
E000018,1,P007982,Intacte,49.956115228201
E000019,1,P000170,Intacte,21.8831919484578
E000019,1,P000241,Intacte,75.9819951693543
E000019,1,P007111,Intacte,12.3144613356693
E000019,1,P007215,Intacte,7.51222531488334
E000019,1,P007982,Intacte,49.956115228201
E000020,1,P000170,Intacte,21.8831919484578
E000020,1,P000241,Intacte,75.9819951693543
E000020,1,P007111,Intacte,12.3144613356693
E000020,1,P007145,Intacte,7.75407103642654
E000020,1,P007982,Intacte,49.956115228201
E000021,1,P000170,Intacte,21.8831919484578
E000021,1,P000241,Intacte,75.9819951693543
E000021,1,P007111,Intacte,12.3144613356693
E000021,1,P007225,Intacte,10.3993778636477
E000021,1,P007982,Intacte,49.956115228201
E000022,1,P000040,Intacte,15.2944907641422
E000022,1,P000241,Intacte,75.9819951693543
E000022,1,P007111,Intacte,12.3144613356693
E000022,1,P007277,Intacte,9.02547153965115
E000022,1,P007982,Intacte,49.956115228201
E000023,1,P000241,Intacte,75.9819951693543
E000023,1,P000298,Intacte,17.8683661881297
E000023,1,P007111,Intacte,12.3144613356693
E000023,1,P007122,Intacte,10.5829298832587
E000023,1,P007982,Intacte,49.956115228201
E000024,1,P000241,Intacte,75.9819951693543
E000024,1,P000298,Intacte,17.8683661881297
E000024,1,P007111,Intacte,12.3144613356693
E000024,1,P007368,Intacte,12.3590774620561
E000024,1,P007982,Intacte,49.956115228201
E000025,1,P000181,Intacte,6.18934271279126
E000025,1,P000381,Intacte,55.0605613618661
E000025,1,P000394,Intacte,37.5183055134459
E000025,1,P000395,Intacte,61.6365018431784
E000025,1,P007111,Intacte,12.3144613356693
E000025,1,P007251,Intacte,7.71576907713709
E000025,1,P007982,Intacte,49.956115228201
E000026,1,P000181,Intacte,6.18934271279126
E000026,1,P000381,Intacte,55.0605613618661
E000026,1,P000394,Intacte,37.5183055134459
E000026,1,P000395,Intacte,61.6365018431784
E000026,1,P007111,Intacte,12.3144613356693
E000026,1,P007243,Intacte,10.8332248506963
E000026,1,P007982,Intacte,49.956115228201
E000027,1,P000181,Intacte,6.18934271279126
E000027,1,P000381,Intacte,55.0605613618661
E000027,1,P000394,Intacte,37.5183055134459
E000027,1,P000395,Intacte,61.6365018431784
E000027,1,P007111,Intacte,12.3144613356693
E000027,1,P007146,Intacte,14.1328129079196
E000027,1,P007982,Intacte,49.956115228201
E000028,1,P000181,Intacte,6.18934271279126
E000028,1,P000381,Intacte,55.0605613618661
E000028,1,P000394,Intacte,37.5183055134459
E000028,1,P000395,Intacte,61.6365018431784
E000028,1,P007111,Intacte,12.3144613356693
E000028,1,P007338,Intacte,17.7187304348002
E000028,1,P007982,Intacte,49.956115228201
